director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genre_1,genre_2,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,profit,return_on_investment
Matthew Vaughn,500,132,905,1000,Michael Fassbender,34000,146405371,Action,Sci-Fi,Jennifer Lawrence,X-Men: First Class ,518537,50983,Oliver Platt,3,cia|cia agent|mutant|nuclear war|professor,698,USA,PG-13,160000000,2011,13000,7.8,54000,-13594629,-8.496643125
Francis Lawrence,389,137,508,14000,Philip Seymour Hoffman,34000,281666058,Adventure,NA,Jennifer Lawrence,The Hunger Games: Mockingjay - Part 2 ,166137,81385,Josh Hutcherson,1,death of sister|dystopia|execution|rebellion|revolution,383,USA,PG-13,160000000,2015,22000,6.6,38000,121666058,76.04128625
Jon Turteltaub,235,109,226,370,Omar Benson Miller,12000,63143812,Action,Family,Nicolas Cage,The Sorcerer's Apprentice ,124185,13388,Robert Capron,0,chosen one|enchanted object|love|spell|training,238,USA,PG,150000000,2010,418,6.1,11000,-86856188,-57.90412533333333
Wolfgang Petersen,231,98,249,702,Mike Vogel,87000,60655503,Action,Drama,Jimmy Bennett,Poseidon ,82380,92456,Andre Braugher,0,cruise|escape|ocean|passenger|water,629,USA,PG-13,160000000,2006,2000,5.6,0,-99344497,-62.090310625
James Bobin,218,113,33,11000,Alan Rickman,40000,76846624,Adventure,Fantasy,Johnny Depp,Alice Through the Looking Glass ,21352,80806,Anne Hathaway,1,clock|dark fantasy|mad hatter|queen|sequel,131,USA,PG,170000000,2016,25000,6.4,30000,-93153376,-54.796103529411766
Chris Miller,227,93,50,692,Eric Idle,3000,320706665,Adventure,Comedy,Justin Timberlake,Shrek the Third ,211971,4705,Rupert Everett,2,disney spoof|fairy tale|prince|princess|tough guy,326,USA,PG,160000000,2007,795,6.1,0,160706665,100.44166562500001
Duncan Jones,275,123,0,648,Callum Rennie,3000,46978995,Action,Fantasy,Dominic Cooper,Warcraft ,111609,5505,Ruth Negga,0,based on video game|fictional language|fictional war|orc|sword and sorcery,781,USA,PG-13,160000000,2016,716,7.3,89000,-113021005,-70.638128125
Alan Taylor,474,126,230,2000,Emilia Clarke,24000,89732035,Action,Sci-Fi,J.K. Simmons,Terminator Genisys ,188457,38873,Matt Smith,2,alternate timeline|cyborg|future|robot|time machine,867,USA,PG-13,155000000,2015,10000,6.6,82000,-65267965,-42.10836451612903
Michael Apted,228,113,150,59,Shane Rangi,531,104383624,Adventure,Fantasy,Bruce Spence,The Chronicles of Narnia: The Voyage of the Dawn Treader ,106446,764,Laura Brent,4,dragon|king|mouse|quest|warrior,227,USA,PG,155000000,2010,82,6.3,11000,-50616376,-32.65572645161291
Michael Bay,191,184,0,691,Jaime King,3000,198539855,Action,History,Jennifer Garner,Pearl Harbor ,254111,5401,Mako,0,air raid|black smoke|japanese military|japanese navy|sunday,1999,USA,PG-13,140000000,2001,961,6.1,0,58539855,41.81418214285714
Michael Bay,396,144,0,581,Michael O'Neill,662,318759914,Action,Sci-Fi,Zack Ward,Transformers ,513158,2333,Kevin Dunn,0,alien contact|autobot|decepticon|robot vs. robot|teenage hero,1782,USA,PG-13,150000000,2007,599,7.1,8000,168759914,112.50660933333334
Oliver Stone,248,206,0,591,Angelina Jolie Pitt,12000,34293771,Action,Biography,Anthony Hopkins,Alexander ,138863,24598,Brian Blessed,3,ancient greece|conquest|greek|greek myth|king,1390,Others,R,155000000,2004,11000,5.5,0,-120706229,-77.8749864516129
David Yates,329,138,282,687,Daniel Radcliffe,21000,292000866,Adventure,Fantasy,Robert Pattinson,Harry Potter and the Order of the Phoenix ,355137,33433,Fiona Shaw,3,battle|magic|school|teacher|wizard,1108,Others,PG-13,150000000,2007,11000,7.5,0,142000866,94.667244
Mike Newell,295,157,179,10000,Daniel Radcliffe,21000,289994397,Adventure,Fantasy,Robert Pattinson,Harry Potter and the Goblet of Fire ,385670,53413,Rupert Grint,1,fire|goblet|magic|tournament|wizard,1896,Others,PG-13,150000000,2005,11000,7.6,0,139994397,93.329598
Peter Berg,318,102,532,979,Charlize Theron,10000,227946274,Action,NA,Will Smith,Hancock ,343648,21584,Eddie Marsan,0,bully comeuppance|destruction|prison|superhero|tough girl,590,USA,PG-13,150000000,2008,9000,6.4,0,77946274,51.96418266666667
Francis Lawrence,323,104,508,558,Alice Braga,10000,256386216,Drama,Sci-Fi,Will Smith,I Am Legend ,530870,13076,Willow Smith,0,new york city|pandemic|post apocalypse|survivalist|virus,1413,USA,PG-13,150000000,2007,1000,7.2,11000,106386216,70.924144
Tim Burton,276,115,13000,588,Christopher Lee,40000,206456431,Adventure,Family,Johnny Depp,Charlie and the Chocolate Factory ,320284,57844,David Kelly,3,chocolate|diminution|miniaturization|physical flexability|ticket,1361,USA,PG,150000000,2005,16000,6.7,0,56456431,37.63762066666666
Brad Bird,318,111,663,954,John Ratzenberger,1000,206435493,Animation,Family,Janeane Garofalo,Ratatouille ,473887,4764,Brian Dennehy,0,chef|food|french|rat|restaurant,626,USA,G,150000000,2007,1000,8,10000,56435493,37.623662
Christopher Nolan,478,128,22000,11000,Liam Neeson,23000,205343774,Action,NA,Christian Bale,Batman Begins ,980946,59558,Morgan Freeman,0,armored car|gangster|gotham|mixed martial arts|social decay,2685,USA,PG-13,150000000,2005,14000,8.3,15000,55343774,36.89584933333334
Eric Darnell,167,89,35,436,Jada Pinkett Smith,1000,179982968,Action,Animation,Bernie Mac,Madagascar: Escape 2 Africa ,146019,3285,Cedric the Entertainer,0,africa|madagascar|new york city|sequel|zoo,119,USA,PG,150000000,2008,851,6.7,0,29982968,19.98864533333333
Shawn Levy,185,105,189,1000,Rami Malek,49000,177243721,Adventure,Family,Robin Williams,Night at the Museum: Battle of the Smithsonian ,130272,54039,Steve Coogan,2,hdtv|motorcycle|museum|security guard|tyrannosaurus rex,209,USA,PG,150000000,2009,3000,5.9,2000,27243721,18.162480666666667
Gavin Hood,350,119,151,2000,Ryan Reynolds,20000,179883016,Action,Fantasy,Hugh Jackman,X-Men Origins: Wolverine ,361924,40054,Dominic Monaghan,0,army|civil war|claw fight|commando|wolverine the character,641,USA,PG-13,150000000,2009,16000,6.7,0,29883016,19.92201066666667
Lana Wachowski,245,129,0,233,Collin Chou,309,139259759,Action,NA,Essie Davis,The Matrix Revolutions ,364948,1062,Nona Gaye,0,battle|epic|fight|future|machine,2121,Others,R,150000000,2003,269,6.7,0,-10740241,-7.160160666666666
Chris Buck,406,102,69,490,Maurice LaMarche,1000,400736600,Adventure,Comedy,Josh Gad,Frozen ,421658,2582,Livvy Stubenrauch,0,magic|sister love|sister sister relationship|snow|snowman,904,USA,PG,150000000,2013,523,7.6,58000,250736600,167.1577333333333
Lana Wachowski,275,138,0,30,Daniel Bernhardt,234,281492479,Action,NA,Steve Bastoni,The Matrix Reloaded ,421818,534,Helmut Bakaitis,0,car motorcycle chase|one against many|oracle|prophecy|stylized violence,2789,USA,R,150000000,2003,198,7.2,0,131492479,87.66165266666667
Alan Taylor,486,112,230,12000,Natalie Portman,26000,206360018,Action,Fantasy,Chris Hemsworth,Thor: The Dark World ,414070,59803,Anthony Hopkins,3,arrest|portal|thor|warrior|weapon,532,USA,PG-13,170000000,2013,20000,7.1,63000,36360018,21.38824588235294
George Miller,739,120,750,943,Charlize Theron,27000,153629485,Action,Sci-Fi,Tom Hardy,Mad Max: Fury Road ,552503,40025,Zoë Kravitz,0,australia|desert|escape|on the run|post apocalypse,1588,Others,R,150000000,2015,9000,8.1,191000,3629485,2.4196566666666666
Ron Howard,298,146,2000,294,Ayelet Zurer,15000,133375846,Mystery,NA,Tom Hanks,Angels & Demons ,207839,16948,Armin Mueller-Stahl,2,conclave|illuminati|murder|reference to bernini|reference to raphael,435,USA,PG-13,150000000,2009,745,6.7,0,-16624154,-11.082769333333333
Kenneth Branagh,516,115,0,12000,Natalie Portman,26000,181015141,Action,Fantasy,Chris Hemsworth,Thor ,536314,60059,Anthony Hopkins,1,battle|marvel cinematic universe|scientist|thor|throne,738,USA,PG-13,150000000,2011,20000,7,63000,31015141,20.676760666666667
Byron Howard,225,96,59,699,Diedrich Bader,17000,114053579,Adventure,Comedy,Chloë Grace Moretz,Bolt ,146766,20007,James Lipton,0,cat|dog|hamster|new york city|superpower,178,USA,PG,150000000,2008,759,6.9,0,-35946421,-23.964280666666667
Hoyt Yeatman,145,88,12,182,Piper Mackenzie Harris,730,119420252,Action,Animation,Kelli Garner,G-Force ,33042,2217,Niecy Nash,0,fbi director|guinea pig|household appliance|secret agent|talking mouse,90,USA,PG,150000000,2009,607,5.1,0,-30579748,-20.386498666666668
Jonathan Liebesman,310,99,473,502,Edgar Ramírez,14000,83640426,Action,Fantasy,Liam Neeson,Wrath of the Titans ,152826,16184,Lily James,0,ares|hades|titan|underworld|zeus,253,USA,PG-13,150000000,2012,897,5.8,19000,-66359574,-44.239716
Tim Burton,526,113,13000,16000,Chloë Grace Moretz,40000,79711678,Comedy,Horror,Johnny Depp,Dark Shadows ,199039,80849,Christopher Lee,7,camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup,479,USA,PG-13,100000000,2012,17000,6.2,82000,-20288322,-20.288322
Christopher McQuarrie,465,131,188,641,Jeremy Renner,10000,195000874,Action,Thriller,Tom Cruise,Mission: Impossible - Rogue Nation ,232187,21840,Sean Harris,0,capture|computer hacker|mission|rogue agent|spy,440,Others,PG-13,150000000,2015,10000,7.4,47000,45000874,30.000582666666663
Joe Johnston,357,119,394,162,Simon Merrells,12000,61937495,Drama,Horror,Anthony Hopkins,The Wolfman ,89442,13071,Art Malik,0,asylum|death|full moon|transformation|werewolf,432,USA,R,150000000,2010,490,5.8,0,-88062505,-58.708336666666675
Steve Hickner,194,91,58,826,Oprah Winfrey,2000,126597121,Adventure,Comedy,Matthew Broderick,Bee Movie ,105902,6576,Rip Torn,0,bee|dream sequence|egg|scatological humor|squashed bug,206,USA,PG,150000000,2007,852,6.2,0,-23402879,-15.601919333333333
Jennifer Yuh Nelson,284,90,90,15,Gary Oldman,11000,165230261,Action,Animation,Angelina Jolie Pitt,Kung Fu Panda 2 ,182718,21015,Mike Bell,0,china|kung fu|panda|peacock|tigress,209,USA,PG,150000000,2011,10000,7.3,20000,15230261,10.153507333333334
M. Night Shyamalan,280,103,0,346,Noah Ringer,1000,131564731,Action,Family,Seychelle Gabriel,The Last Airbender ,118951,2857,Aasif Mandvi,0,avatar|fire|kingdom|tribe|water,1382,USA,PG,150000000,2010,756,4.2,18000,-18435269,-12.290179333333333
J.J. Abrams,310,124,14000,979,Tom Cruise,22000,133382309,Action,Thriller,Philip Seymour Hoffman,Mission: Impossible III ,256695,34817,Eddie Marsan,0,arms dealer|fictional government agency|mission|rescue|vatican,871,USA,PG-13,150000000,2006,10000,6.9,0,-16617691,-11.078460666666667
Roland Emmerich,339,131,776,256,Jake Weber,17000,73103784,Action,Thriller,Channing Tatum,White House Down ,164238,18204,Matt Craven,2,black u.s. president|president|secret service|tour|white house,434,USA,PG-13,150000000,2013,551,6.4,33000,-76896216,-51.264144
Simon Wells,132,88,25,433,Dan Fogler,921,21379315,Action,Animation,Elisabeth Harnois,Mars Needs Moms ,17590,2652,Tom Everett Scott,0,boy|martian|rescue|robot|sexism,112,USA,PG,150000000,2011,562,5.4,0,-128620685,-85.74712333333333
David Bowers,135,85,42,586,Kate Winslet,20000,64459316,Adventure,Comedy,Hugh Jackman,Flushed Away ,85086,35161,David Suchet,0,boat|frog|rat|sewer|toad,122,Others,PG,149000000,2006,14000,6.7,0,-84540684,-56.73871409395973
Joe Wright,256,111,456,394,Cara Delevingne,20000,34964818,Adventure,Fantasy,Hugh Jackman,Pan ,39956,21393,Nonso Anozie,4,1940s|child hero|fantasy world|orphan|reference to peter pan,186,USA,PG,150000000,2015,548,5.8,24000,-115035182,-76.69012133333334
Rob Minkoff,196,92,50,517,Zach Callison,3000,111505642,Adventure,Comedy,Ty Burrell,Mr. Peabody & Sherman ,47900,5810,Karan Brar,2,dog|father son relationship|inventor|talking dog|time travel,130,USA,PG,145000000,2014,1000,6.9,11000,-33494358,-23.09955724137931
Wolfgang Petersen,220,196,249,844,Orlando Bloom,11000,133228348,Adventure,NA,Brad Pitt,Troy ,381672,17944,Julian Glover,2,greek|mythology|prince|trojan|troy,1694,USA,R,175000000,2004,5000,7.2,0,-41771652,-23.86951542857143
Eric Darnell,211,93,35,436,Martin Short,851,216366733,Adventure,Comedy,Jada Pinkett Smith,Madagascar 3: Europe's Most Wanted ,119213,2444,Cedric the Entertainer,0,animal|circus|island name in title|lemur|penguin,154,USA,PG,145000000,2012,770,6.9,17000,71366733,49.21843655172414
Lee Tamahori,264,133,93,746,Colin Salmon,769,160201106,Action,Thriller,Toby Stephens,Die Another Day ,169914,2538,Rick Yune,0,catfight|clinic|colonel|diamond|patricide,1185,Others,PG-13,142000000,2002,766,6.1,0,18201106,12.81768028169014
Paul Feig,464,116,176,322,Kate McKinnon,783,118099659,Action,Fantasy,Ed Begley Jr.,Ghostbusters ,69757,2097,Zach Woods,4,ghost|ghostbuster|ghostbusters|male objectification|reboot,1211,USA,PG-13,144000000,2016,370,5.5,62000,-25900341,-17.986347916666666
Michael Bay,167,153,0,537,Steve Buscemi,13000,201573391,Action,Sci-Fi,Bruce Willis,Armageddon ,322395,26029,Will Patton,0,asteroid|astronaut|bomb|meteorite|outer space,1171,USA,PG-13,140000000,1998,12000,6.6,11000,61573391,43.98099357142857
Barry Sonnenfeld,208,88,188,826,Rosario Dawson,10000,190418803,Action,Comedy,Will Smith,Men in Black II ,270207,14823,Rip Torn,2,alien|lingerie|lingerie model|m.i.b.|pug,606,USA,PG-13,140000000,2002,3000,6.1,2000,50418803,36.01343071428572
Robert Zemeckis,287,115,0,964,Anthony Hopkins,18000,82161969,Action,Animation,Robin Wright,Beowulf ,142440,31523,Sebastian Roché,1,creature|demon|king|reward|warrior,505,USA,PG-13,150000000,2007,12000,6.3,3000,-67838031,-45.225354
Alessandro Carloni,210,95,5,967,Angelina Jolie Pitt,24000,143523463,Action,Animation,J.K. Simmons,Kung Fu Panda 3 ,64322,36095,Wayne Knight,0,china|kung fu|panda|pig|village,145,USA,PG,145000000,2016,11000,7.2,24000,-1476537,-1.0183013793103448
Brad Bird,432,133,663,690,Jeremy Renner,10000,209364921,Action,Thriller,Tom Cruise,Mission: Impossible - Ghost Protocol ,365104,21768,Michael Nyqvist,3,dubai|kremlin|race against time|russian|terrorist,512,USA,PG-13,145000000,2011,10000,7.4,35000,64364921,44.389600689655175
Peter Ramsey,256,97,52,161,Kamil McFadden,20000,103400692,Adventure,Family,Hugh Jackman,Rise of the Guardians ,123553,20645,Khamani Griffin,0,belief|box office hit|children|new york city|tooth,174,USA,PG,145000000,2012,315,7.3,25000,-41599308,-28.689177931034482
Dean Parisot,135,90,23,233,Richard Burgi,957,110332737,Comedy,NA,John Michael Higgins,Fun with Dick and Jane ,110788,1997,David Herman,1,animal abuse|ceo|heist|suburb|unemployment,258,USA,PG-13,100000000,2005,550,6.1,2000,10332737,10.332737
Edward Zwick,190,154,380,445,Tony Goldwyn,10000,111110575,Action,History,Tom Cruise,The Last Samurai ,317166,11945,Chad Lindberg,1,captain|emperor|honor|japan|samurai,928,USA,R,140000000,2003,956,7.7,0,-28889425,-20.63530357142857
Ridley Scott,314,150,0,748,María Valverde,23000,65007045,Action,Drama,Christian Bale,Exodus: Gods and Kings ,128682,26490,Ben Mendelsohn,0,egypt|exodus|moses|pharaoh|plague,657,Others,PG-13,140000000,2014,893,6.1,51000,-74992955,-53.56639642857143
J.J. Abrams,518,127,14000,981,Leonard Nimoy,26000,257704099,Action,Sci-Fi,Chris Hemsworth,Star Trek ,504419,39284,Bruce Greenwood,0,box office hit|future|lifted by the throat|star trek|vulcan,1559,USA,PG-13,150000000,2009,12000,8,19000,107704099,71.80273266666667
Sam Raimi,291,121,0,4000,James Franco,24000,403706375,Action,Fantasy,J.K. Simmons,Spider-Man ,544665,40484,Kirsten Dunst,0,evil|goblin|spider|spider man|superhero,2012,USA,PG-13,139000000,2002,11000,7.3,5000,264706375,190.43624100719424
Dean DeBlois,292,102,255,953,Djimon Hounsou,18000,176997107,Action,Animation,Gerard Butler,How to Train Your Dragon 2 ,221128,23378,America Ferrera,5,dragon|father son relationship|husband wife relationship|mother son relationship|viking,343,USA,PG,145000000,2014,3000,7.9,46000,31997107,22.066970344827585
Alex Proyas,184,126,295,284,Elodie Yung,18000,31141074,Action,Fantasy,Gerard Butler,Gods of Egypt ,51892,19769,Bryan Brown,4,ancient egypt|egypt|egyptian|egyptian god|egyptian goddess,273,USA,PG-13,140000000,2016,934,5.5,24000,-108858926,-77.75637571428572
Rob Cohen,145,121,357,653,Joe Morton,820,31704416,Action,Sci-Fi,Sam Shepard,Stealth ,45455,2705,Richard Roxburgh,0,artificial intelligence|box office flop|fighter jet|navy|pilot,388,USA,PG-13,135000000,2005,780,5,0,-103295584,-76.5152474074074
Zack Snyder,451,215,0,413,Billy Crudup,986,107503316,Action,Mystery,Matt Frewer,Watchmen ,392474,2530,Stephen McHattie,1,conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity,1229,USA,R,130000000,2009,745,7.7,18000,-22496684,-17.305141538461537
Richard Donner,141,127,503,91,Rene Russo,5000,129734803,Action,Thriller,Jet Li,Lethal Weapon 4 ,127497,6171,Darlene Love,2,kung fu|lapd|martial arts|private investigator|triad,287,USA,R,140000000,1998,808,6.6,0,-10265197,-7.3322835714285715
Ang Lee,267,138,0,258,Regi Davis,820,132122995,Action,NA,Kevin Rankin,Hulk ,212106,1814,Celia Weston,0,1980s|c 130 hercules|monster|panzer|san francisco california,1445,USA,PG-13,137000000,2003,300,5.7,0,-4877005,-3.5598576642335766
Jon M. Chu,351,122,209,934,Dwayne Johnson,17000,122512052,Action,Sci-Fi,Channing Tatum,G.I. Joe: Retaliation ,146352,31958,Elodie Yung,6,general|gi joe|martial arts|ninja|president,288,USA,PG-13,130000000,2013,12000,5.8,42000,-7487948,-5.75996
Breck Eisner,163,124,42,848,Rainn Wilson,11000,68642452,Action,Comedy,Matthew McConaughey,Sahara ,77673,13073,Delroy Lindo,3,beach|civil war|desert|dictator|ship,463,Others,PG-13,130000000,2005,973,6,0,-61357548,-47.198113846153845
Hironobu Sakaguchi,166,106,6,422,Ming-Na Wen,12000,32131830,Action,Animation,Steve Buscemi,Final Fantasy: The Spirits Within ,72259,15015,Jean Simmons,1,general|military|scientist|soldier|year 2065,788,USA,PG-13,137000000,2001,2000,6.4,0,-104868170,-76.54610948905109
Joe Johnston,510,124,394,2000,Dominic Cooper,11000,176636816,Action,Sci-Fi,Chris Evans,Captain America: The First Avenger ,508818,19761,Hayley Atwell,0,arctic|captain america|scientist|tesseract|war bond,679,USA,PG-13,140000000,2011,3000,6.9,46000,36636816,26.169154285714285
Michael Apted,197,128,150,244,Maria Grazia Cucinotta,766,126930660,Action,Thriller,Colin Salmon,The World Is Not Enough ,157519,2037,Desmond Llewelyn,2,british|oil|scientist|terrorist|tycoon,683,Others,PG-13,135000000,1999,536,6.4,2000,-8069340,-5.977288888888889
Peter Weir,244,138,608,168,Lee Ingleby,613,93926386,Action,Drama,James D'Arcy,Master and Commander: The Far Side of the World ,168207,1205,David Threlfall,1,1800s|napoleonic wars|pursuit|royal navy|ship,684,USA,PG-13,150000000,2003,172,7.4,0,-56073614,-37.382409333333335
Bill Condon,322,115,386,12000,Kristen Stewart,21000,292298923,Adventure,Fantasy,Robert Pattinson,The Twilight Saga: Breaking Dawn - Part 2 ,185394,59177,Taylor Lautner,3,battle|friend|super strength|vampire|vision,329,USA,PG-13,120000000,2012,17000,5.5,65000,172298923,143.58243583333334
George Miller,156,100,750,988,Brad Pitt,49000,63992328,Animation,Family,Robin Williams,Happy Feet 2 ,32399,62644,Common,0,3d|antarctica|krill|penguin|sequel,79,Others,PG,135000000,2011,11000,5.9,0,-71007672,-52.59827555555555
Louis Leterrier,354,135,255,882,Peter Mensah,3000,134518390,Action,Sci-Fi,Ty Burrell,The Incredible Hulk ,326286,5811,William Hurt,0,antidote|cure|hulk|marvel cinematic universe|opening action scene,643,USA,PG-13,150000000,2008,1000,6.8,0,-15481610,-10.321073333333333
Steven Spielberg,252,117,14000,358,Penelope Wilton,535,52792307,Adventure,Fantasy,Mark Rylance,The BFG ,12572,1950,Rafe Spall,0,cannibal|evil brother|giant|london england|queen,106,Others,PG,140000000,2016,400,6.8,27000,-87207693,-62.29120928571429
Alejandro G. Iñárritu,556,156,0,733,Tom Hardy,29000,183635922,Adventure,Thriller,Leonardo DiCaprio,The Revenant ,406020,57108,Lukas Haas,0,bear attack|cauterizing a wound|native american|revenge|survival,1188,USA,R,135000000,2015,27000,8.1,190000,48635922,36.02660888888889
